A01nficha;A01uf;localidade;setor_distrito;morador_id;index;idade_calculada;E02_1;E02_2;E02_3;E03;E03_1;E03_1_1;E03_2;E03_2_1;E04;E04_1;E04_1_1;E05;E06;E06_1;E07;E08;E08_1;E09;E10;E11;E12;E13;E14;E15_A;E15_B;E15_1;E16;E16_1;E17;E18;E19;E19_1;E20;E20_1;E21;E22;E22_1;F01;F02;F03_1;F03_2;F04;F05_1;F05_2;F05_3;F05_4;G01;G02;G03;G04;G05;G06;G06_1;G06_2;H01;H02;H03;H04_1;H04_2;H04_3;H04_4;H05_1;H05_2;H05_3;H05_4;H05_5;H05_6;H05_7;H05_8;H05_9;H05_10;H05_11;H06;H07;H08;H09;H10;H11;H12;H13;I01;I02;I03_1;I03_1_1;I03_1_1_r;I03_2;I03_2_1;I03_2_1_r;I04;I05;I05_1;I06;I07;I08;I09_1;I09_2;I09_3;I09_4;I09_5;I09_6;I09_7;I09_8;I09_9;I10;I13;I14;I15;I16;I18;I19;I20;I20_r;I21;I21_r;I22_1;I22_1_r;I22_2;I22_2_r;I23;renda_ind;renda_ind_r;infla_ipcadf;id_genero;orientacao_sx;lgbtqiam;escolaridade;peso_mor
5502;53;5331;37;05502-2;2;34;99999;99999;34;1;1;99999;5;99999;2;99999;99999;4;1;99999;2;1;05502-1;1;4;4;4;4;4;76;53;7653;1;99999;10;10;76;99999;7653;5331;1;2;99999;1;0;1;0;1;2;1;1;2;1;1;1;31;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;5;0;0,0;0,982195674;1;2;2;5;8,635309112
5502;53;5331;37;05502-3;3;7;99999;99999;7;1;99999;99999;99999;99999;4;99999;99999;4;12;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5331;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;1;1;1;0;2;99999;99999;99999;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,982195674;99999;99999;99999;8;8,816040428
5545;53;5320;24;05545-1;1;32;1992-04-02;99999;99999;2;2;99999;8;99999;1;1;05545-2;4;12;99999;2;1;05545-2;1;4;4;4;4;4;76;52;76521710;99999;99999;0;0;7652;76520870;7652;76520870;2;2;99999;1;1;0;1;1;1;1;2;2;1;2;4;56;1;1;1;31;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;6;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;30;0;0,0;0,996412914;1;2;2;7;198,5584735
5545;53;5320;24;05545-2;2;32;99999;99999;32;1;1;99999;10;99999;2;99999;99999;4;12;99999;1;1;05545-1;2;4;4;4;4;4;76;52;76520870;99999;99999;0;0;7652;76520870;7652;76520870;2;2;99999;1;1;0;1;1;1;1;2;2;2;99999;99999;99999;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;8;1;1;2;99999;99999,0;2;99999;99999,0;1;0;3;40;1;1;2;1;2;2;2;2;2;99999;2;2;3;99999;99999;99999;1;1;7000;7025,2;0;0,0;99999;99999,0;756;758,7216;88888;7756;7783,9216;0,996412914;1;2;2;7;175,9413183
5545;53;5320;24;05545-3;3;0;99999;99999;0;1;99999;99999;99999;99999;4;99999;99999;4;12;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;76;52;76520870;99999;99999;0;0;99999;99999;99999;99999;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;1;2;4;3;1;99999;99999;99999;99999;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,996412914;99999;99999;99999;8;253,2053272
5546;53;5315;19;05546-1;1;60;99999;99999;60;2;2;99999;8;99999;1;99999;99999;4;1;99999;1;3;99999;2;4;4;4;4;4;76;52;76520060;99999;99999;47;29;7653;99999;7653;5315;1;99999;99999;0;0;0;0;2;99999;99999;99999;99999;1;4;1;0;2;2;99999;99999;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;2;1;1412;1448,377383;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;10;1412;1448,377383;0,974884044;1;2;2;8;48,53287187
5692;53;5321;25;05692-1;1;70;1953-08-10;99999;99999;1;1;99999;5;99999;1;2;99999;4;4;99999;4;2;99999;2;2;2;4;2;4;76;17;76171360;99999;99999;40;21;7653;99999;7653;5321;2;1;7653;0;0;0;0;2;99999;99999;99999;99999;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;3;2;2;1;4000;4103,052077;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;88888;4000;4103,052077;0,974884044;1;2;2;2;46,09468645
5692;53;5321;25;05692-2;2;47;99999;99999;47;1;1;99999;5;99999;5;99999;99999;2;1;99999;1;2;99999;2;2;4;4;4;4;76;17;76171360;99999;99999;42;15;7653;99999;7653;5321;8;2;99999;1;0;1;0;2;99999;99999;99999;99999;1;1;1;3;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;1;8;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;0;0;0,0;0,974884044;1;2;2;3;59,93263109
5697;52;5250;47;05697-1;1;33;1991-03-30;99999;99999;2;2;99999;5;99999;1;99999;99999;1;4;99999;1;2;99999;2;3;4;4;4;4;76;52;76521250;2;2;99999;99999;99999;99999;99999;5250;99999;2;99999;1;0;0;1;1;2;1;2;2;1;4;1;50;2;1;4;16;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;1;1;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;900;906,311016;0;0,0;56;900;906,311016;0,993036589;1;2;2;5;120,2825638
5697;52;5250;47;05697-2;2;13;2011-01-15;99999;99999;2;99999;99999;99999;99999;5;99999;99999;1;4;99999;99999;99999;99999;99999;3;4;4;1;4;76;53;7653;99999;99999;13;13;99999;99999;7652;5250;99999;99999;99999;1;0;1;0;1;2;1;2;2;1;4;1;50;2;2;99999;99999;1;1;99999;1;1;2;50;2;2;2;2;2;2;2;2;1;99999;9;2;4;7;99999;99999;99999;99999;99999;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;2;0;0,0;0,993036589;99999;99999;99999;2;139,5964015
5697;52;5250;47;05697-3;3;7;2016-07-25;99999;99999;1;99999;99999;99999;99999;5;99999;99999;1;4;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;99999;99999;7;7;99999;99999;7652;5250;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;1;4;1;50;2;99999;99999;99999;2;1;99999;1;1;2;50;2;2;2;2;2;2;2;2;1;99999;9;2;4;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,993036589;99999;99999;99999;2;194,396114
5727;53;5321;25;05727-1;1;46;1977-03-05;99999;99999;1;1;99999;5;99999;1;2;99999;4;2;99999;2;1;05727-2;1;4;4;4;4;4;76;53;7653;2;1;99999;29;99999;99999;99999;5321;1;2;99999;1;0;0;1;1;2;1;2;2;1;2;2;2;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999,0;2;99999;99999,0;1;24;0;40;1;1;1;2;2;2;2;2;2;99999;1;7;1;2;99999;99999;99999;1;4000;4088,28109;0;0,0;99999;99999,0;88888;99999,0;0;99999;99999,0;0,978406306;1;2;2;5;59,93263109
5727;53;5321;25;05727-2;2;47;1976-11-13;99999;99999;2;2;99999;5;99999;2;99999;99999;1;2;99999;2;1;05727-1;2;4;4;4;4;4;76;21;76210910;99999;99999;36;25;7653;99999;7653;5321;1;2;99999;1;0;1;0;1;2;1;2;2;1;2;4;15;1;1;3;22;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;4;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;36;0;0,0;0,978406306;1;2;2;2;47,89416978
5727;53;5321;25;05727-3;3;21;2002-04-07;99999;99999;1;1;99999;5;99999;4;99999;99999;1;2;99999;1;3;99999;2;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5321;99999;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;1;99999;99999;99999;1;1;99999;2;2;99999;3;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;88888;2;99999;99999;99999;99999;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;2;0;0,0;0,978406306;1;2;2;6;66,96815738
5727;53;5321;25;05727-4;4;17;2006-12-06;99999;99999;1;99999;99999;99999;99999;4;99999;99999;1;2;99999;1;3;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5321;99999;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;1;99999;99999;99999;1;1;99999;1;1;2;21;1;2;2;2;2;2;2;2;2;99999;1;2;4;8;99999;99999;99999;99999;99999;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;2;0;0,0;0,978406306;99999;99999;99999;2;67,6527416
5728;52;5242;49;05728-1;1;62;99999;99999;62;1;1;99999;5;99999;1;1;05728-2;4;4;99999;1;1;05728-2;1;4;4;4;4;4;76;52;76520540;2;1;99999;50;99999;99999;99999;5242;8;2;99999;1;0;1;0;1;2;1;2;2;1;1;1;40;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;8;2;5;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;600;600,0;0;0,0;20;600;600,0;1,0;1;2;2;2;10,01888872
5728;52;5242;49;05728-2;2;52;99999;99999;52;2;2;99999;5;99999;2;99999;99999;1;4;99999;1;1;05728-1;2;4;4;4;4;4;76;52;76520030;2;2;99999;99999;99999;99999;99999;5242;99999;2;99999;0;0;0;0;2;99999;99999;99999;99999;2;99999;99999;99999;2;1;4;22;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;8;2;5;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;20;0;0,0;1,0;1;2;2;2;15,95959036
5728;52;5242;49;05728-3;3;25;99999;99999;25;1;1;99999;5;99999;4;99999;99999;1;4;99999;1;3;99999;2;4;4;4;4;4;76;52;76520030;2;2;99999;99999;99999;99999;99999;5242;99999;2;99999;0;0;0;0;2;99999;99999;99999;99999;2;99999;99999;99999;2;99999;99999;99999;2;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;8;2;4;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;18;0;0,0;1,0;1;2;2;2;15,15640684
5728;52;5242;49;05728-4;4;27;99999;99999;27;1;1;99999;5;99999;4;99999;99999;4;4;99999;1;3;99999;2;4;4;4;4;4;76;52;76520030;2;2;99999;99999;99999;99999;99999;5242;99999;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;2;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;8;2;4;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;14;0;0,0;1,0;1;2;2;2;15,15640684
5728;52;5242;49;05728-5;5;30;99999;99999;30;2;2;99999;5;99999;4;99999;99999;1;4;99999;1;3;99999;2;4;4;4;4;4;76;52;76520030;2;2;99999;99999;99999;99999;99999;5242;99999;2;99999;0;0;0;0;2;99999;99999;99999;99999;1;1;1;40;2;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;1;1370;1370,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;14;1370;1370,0;1,0;1;2;2;5;13,70419606
5739;53;5304;7;05739-1;1;61;1962-10-07;99999;99999;2;2;99999;5;99999;1;1;05739-2;3;1;99999;1;2;99999;2;4;4;4;4;4;76;23;76230560;99999;99999;29;29;99999;99999;7653;5304;1;2;99999;1;0;1;0;1;2;1;2;2;1;2;4;3;2;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;1;1412;1417,0832;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;250;250,9;400;401,44;30;2062;2069,4232;0,996412914;1;2;2;5;27,03085067
5739;53;5304;7;05739-2;2;66;99999;99999;66;1;1;99999;5;99999;12;99999;99999;3;1;99999;1;3;99999;2;3;3;4;2;4;76;23;76230560;99999;99999;35;35;99999;99999;7653;5304;1;2;99999;1;0;0;1;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;4;2;2;1;1133;1137,0788;2;99999;99999,0;1;35;0;10;2;4;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;99999;2;2;99999;2;88888;99999,0;88888;99999,0;99999;99999,0;0;0,0;2;99999;99999,0;0,996412914;1;2;2;2;38,61772874
5758;52;5250;47;05758-1;1;40;1983-07-14;99999;99999;1;1;99999;5;99999;1;2;99999;4;4;99999;2;1;05758-2;2;4;4;4;4;4;76;13;76130260;99999;99999;26;26;99999;99999;7652;5250;1;2;99999;1;0;1;0;1;2;1;1;2;1;3;4;1;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;1;1;2;99999;99999,0;2;99999;99999,0;1;0;5;40;1;29;1;2;2;2;2;2;2;99999;1;8;3;99999;99999;99999;1;1;1900;1934,441426;88888;99999,0;99999;99999,0;0;0,0;2;99999;99999,0;0,982195674;1;2;2;5;107,0540006
5758;52;5250;47;05758-2;2;36;1987-07-21;99999;99999;2;2;99999;5;99999;2;99999;99999;1;4;99999;2;1;05758-1;2;4;4;4;3;4;76;29;76290590;99999;99999;88888;88888;99999;99999;7652;5250;6;2;99999;1;0;0;1;1;2;1;1;2;1;1;4;50;2;1;2;20;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;24;0;0,0;0,982195674;1;2;2;5;111,2319951
5758;52;5250;47;05758-3;3;16;2007-09-13;99999;99999;2;99999;99999;99999;99999;4;99999;99999;4;4;99999;1;3;99999;99999;4;4;4;4;4;76;52;76521760;2;2;99999;99999;99999;99999;99999;5250;99999;2;99999;1;0;1;0;1;2;1;1;2;1;1;4;5;2;1;1;16;1;1;99999;1;1;4;50;2;2;2;2;2;2;2;2;1;99999;9;1;5;2;99999;99999;99999;99999;99999;2;88888;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;112;114,0302314;12;112;114,0302314;0,982195674;99999;99999;99999;4;115,5849271
5758;52;5250;47;05758-4;4;1;2022-04-26;99999;99999;1;99999;99999;99999;99999;4;99999;99999;4;4;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;76;52;76521760;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0;0;1;2;2;1;2;1;1;4;50;2;99999;99999;99999;99999;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,982195674;99999;99999;99999;8;129,3687618
5766;53;5325;30;05766-1;1;22;2001-11-05;99999;99999;2;2;99999;5;99999;1;99999;99999;2;12;99999;1;3;99999;2;3;4;4;4;4;76;53;7653;2;1;99999;15;99999;99999;99999;5325;6;1;7653;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;1;1;18;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;1;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;750;769,3222645;0;0,0;50;750;769,3222645;0,974884044;1;2;2;5;8,372211009
5766;53;5325;30;05766-2;2;3;2020-11-01;99999;99999;1;99999;99999;99999;99999;5;99999;99999;4;12;99999;99999;99999;99999;99999;4;4;4;2;4;76;53;7653;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;0;0;0;1;2;1;2;2;1;1;4;0;2;99999;99999;99999;99999;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,974884044;99999;99999;99999;8;4,178842818
5778;53;5332;38;05778-1;1;32;1991-06-13;99999;99999;2;2;99999;8;99999;1;1;05778-2;4;1;99999;2;1;05778-2;2;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5332;99999;2;99999;1;0;1;0;1;2;1;1;2;1;1;1;0;2;1;3;21;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;700;712,6889465;0;0,0;40;700;712,6889465;0,982195674;1;2;2;5;145,9522775
5778;53;5332;38;05778-2;2;31;1993-01-05;99999;99999;1;1;99999;10;99999;2;99999;99999;4;1;99999;2;1;05778-1;2;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5332;99999;2;99999;1;0;1;0;1;2;1;1;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999,0;2;99999;99999,0;1;2;0;40;1;20;1;2;2;2;2;2;2;99999;1;4;3;99999;99999;99999;1;1;1412;1437,595418;0;0,0;99999;99999,0;88888;99999,0;5;99999;99999,0;0,982195674;1;2;2;5;86,86215959
5778;53;5332;38;05778-3;3;63;1961-01-25;99999;99999;2;2;99999;8;99999;8;99999;99999;4;1;99999;1;2;99999;2;4;4;2;4;4;76;31;76317040;99999;99999;20;20;99999;99999;7653;5332;1;2;99999;1;0;0;0;1;2;1;1;2;1;1;1;0;2;1;3;88888;1;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;2;1;1412;1437,595418;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;0;1412;1437,595418;0,982195674;1;2;2;8;67,55246995
5778;53;5332;38;05778-4;4;10;2013-07-29;99999;99999;2;99999;99999;99999;99999;5;99999;99999;4;1;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5332;99999;99999;99999;1;0;1;0;1;2;1;1;2;2;99999;99999;99999;2;2;99999;99999;1;1;99999;1;1;2;0;2;2;2;2;2;2;2;2;1;99999;9;2;4;5;99999;99999;99999;99999;99999;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;7;0;0,0;0,982195674;99999;99999;99999;2;119,5593924
5778;53;5332;38;05778-5;5;7;2016-03-16;99999;99999;1;99999;99999;99999;99999;4;99999;99999;4;1;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5332;99999;99999;99999;0;0;0;0;1;2;2;1;2;2;99999;99999;99999;2;99999;99999;99999;1;1;99999;1;1;2;0;2;2;2;2;2;2;2;2;1;99999;9;2;4;3;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,982195674;99999;99999;99999;2;92,02288169
5778;53;5332;38;05778-6;6;4;2019-10-14;99999;99999;2;99999;99999;99999;99999;4;99999;99999;4;1;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5332;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;2;99999;99999;99999;2;99999;99999;99999;99999;1;99999;1;1;2;0;2;2;2;2;2;2;2;2;1;99999;9;2;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,982195674;99999;99999;99999;1;124,7857798
5782;53;5328;33;05782-1;1;25;1998-08-23;99999;99999;2;2;99999;8;99999;1;1;05782-2;4;1;99999;2;1;05782-2;2;4;4;4;4;4;76;22;76220290;99999;99999;3;3;7622;76220290;7622;76220290;2;2;99999;1;0;0;1;1;2;1;2;2;1;1;1;7;2;1;1;24;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999,0;2;99999;99999,0;1;0;1;44;1;16;1;2;2;2;2;2;2;99999;1;2;3;99999;99999;99999;1;1;1412;1434,582794;0;0,0;750;761,99511;800;812,7947841;15;2962;3009,372688;0,984258285;1;2;2;5;63,93209424
5782;53;5328;33;05782-2;2;25;1998-10-21;99999;99999;1;1;99999;10;99999;2;99999;99999;4;1;99999;2;1;05782-1;1;4;4;4;4;4;76;22;76220290;99999;99999;3;3;7622;76220290;7622;76220290;2;2;99999;1;0;0;1;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999,0;2;99999;99999,0;1;2;0;44;1;1;1;2;2;2;2;2;2;99999;1;2;3;99999;99999;99999;1;1;2000;2031,98696;0;0,0;99999;99999,0;88888;99999,0;5;99999;99999,0;0,984258285;1;2;2;5;73,96711053
