A01nficha;A01uf;localidade;setor_distrito;morador_id;index;idade_calculada;E02_1;E02_2;E02_3;E03;E03_1;E03_1_1;E03_2;E03_2_1;E04;E04_1;E04_1_1;E05;E06;E06_1;E07;E08;E08_1;E09;E10;E11;E12;E13;E14;E15_A;E15_B;E15_1;E16;E16_1;E17;E18;E19;E19_1;E20;E20_1;E21;E22;E22_1;F01;F02;F03_1;F03_2;F04;F05_1;F05_2;F05_3;F05_4;G01;G02;G03;G04;G05;G06;G06_1;G06_2;H01;H02;H03;H04_1;H04_2;H04_3;H04_4;H05_1;H05_2;H05_3;H05_4;H05_5;H05_6;H05_7;H05_8;H05_9;H05_10;H05_11;H06;H07;H08;H09;H10;H11;H12;H13;I01;I02;I03_1;I03_1_1;I03_1_1_r;I03_2;I03_2_1;I03_2_1_r;I04;I05;I05_1;I06;I07;I08;I09_1;I09_2;I09_3;I09_4;I09_5;I09_6;I09_7;I09_8;I09_9;I10;I13;I14;I15;I16;I18;I19;I20;I20_r;I21;I21_r;I22_1;I22_1_r;I22_2;I22_2_r;I23;renda_ind;renda_ind_r;infla_ipcadf;id_genero;orientacao_sx;lgbtqiam;escolaridade;peso_mor
627;53;5328;33;00627-1;1;31;99999;99999;31;2;2;99999;5;99999;1;1;00627-2;4;4;99999;5;2;99999;2;3;4;4;4;4;76;31;76316110;99999;99999;8;8;7631;76316110;7653;5328;2;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;1;3;14;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999,0;1;0;0,0;1;1;3;44;1;0;2;2;2;2;2;1;2;99999;6;2;3;99999;99999;99999;2;2;0;0,0;88888;99999,0;99999;99999,0;88888;99999,0;3;99999;99999,0;0,974884044;1;2;2;5;52,65150422
627;53;5328;33;00627-2;2;33;1990-08-01;99999;99999;2;2;99999;5;99999;14;99999;99999;4;4;99999;1;2;99999;2;4;4;4;4;4;76;31;76316110;99999;99999;1;1;7631;76316110;7631;76316110;2;2;99999;1;0;0;0;1;2;1;2;2;2;99999;99999;99999;2;1;2;19;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999,0;2;99999;99999,0;1;1;0;44;1;0;2;2;2;2;2;2;1;99999;7;1;4;99999;99999;99999;2;2;88888;99999,0;88888;99999,0;99999;99999,0;0;0,0;3;99999;99999,0;0,974884044;1;2;2;5;52,65150422
627;53;5328;33;00627-3;3;28;99999;99999;28;1;1;99999;5;99999;12;99999;99999;4;1;99999;2;99999;99999;1;4;4;4;4;4;76;31;76316110;99999;99999;9;9;7631;76316110;7653;5328;2;2;99999;1;0;0;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;88888;99999;99999;1;1;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;88888;0;0,0;0,974884044;1;2;2;8;73,96711053
627;53;5328;33;00627-4;4;23;99999;99999;23;2;2;99999;5;99999;14;99999;99999;4;12;99999;2;99999;99999;2;4;4;4;4;4;76;31;76316110;99999;99999;7;7;7631;76316110;7653;5328;1;2;99999;1;0;0;1;1;2;1;2;2;2;99999;99999;99999;2;1;2;88888;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;5;0;0,0;0,974884044;1;2;2;5;58,90641862
627;53;5328;33;00627-5;5;14;2009-10-21;99999;99999;2;99999;99999;99999;99999;14;99999;99999;4;4;99999;1;3;99999;99999;3;4;4;4;4;76;31;76316110;99999;99999;1;1;7631;76316110;7631;76316110;1;2;99999;0;0;0;0;1;2;1;2;2;2;99999;99999;99999;2;2;99999;99999;1;1;99999;1;1;2;7;1;1;2;2;2;2;2;2;2;99999;1;88888;4;9;99999;99999;99999;99999;99999;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;3;0;0,0;0,974884044;99999;99999;99999;2;49,55155978
627;53;5328;33;00627-6;6;9;2014-08-24;99999;99999;1;99999;99999;99999;99999;5;99999;99999;4;4;99999;99999;99999;99999;99999;2;4;4;4;4;76;31;76316110;99999;99999;8;8;7631;76316110;7653;5328;1;99999;99999;1;0;0;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;1;99999;1;1;2;0;2;2;2;2;2;2;2;1;2;99999;8;1;88888;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,974884044;99999;99999;99999;8;98,85528969
627;53;5328;33;00627-7;7;7;2016-09-11;99999;99999;2;99999;99999;99999;99999;14;99999;99999;4;4;99999;99999;99999;99999;99999;4;4;4;4;4;76;31;88888;99999;99999;1;1;7631;76316110;7631;76316110;1;99999;99999;0;0;0;0;2;99999;99999;99999;99999;2;99999;99999;99999;2;99999;99999;99999;2;1;99999;1;1;2;0;2;2;2;2;2;2;2;1;2;99999;8;88888;4;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,974884044;99999;99999;99999;2;84,57232588
627;53;5328;33;00627-8;8;4;99999;99999;4;2;99999;99999;99999;99999;14;99999;99999;4;4;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;1;99999;3;99999;99999;99999;765328;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;2;99999;99999;99999;2;99999;99999;99999;99999;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,974884044;99999;99999;99999;8;57,43747178
632;52;5241;43;00632-1;1;23;2000-07-25;99999;99999;2;2;99999;10;99999;1;1;00632-2;2;3;99999;2;1;00632-2;2;2;4;4;4;4;76;53;7653;99999;99999;23;23;99999;99999;7652;5241;99999;2;99999;1;0;1;0;1;2;1;1;2;1;1;4;41;2;1;2;16;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999,0;2;99999;99999,0;1;3;0;40;1;41;2;2;2;2;2;2;1;99999;7;1;3;99999;99999;99999;2;2;1000;1025,763019;0;0,0;750;769,3222645;88888;99999,0;20;99999;99999,0;0,974884044;1;1;1;5;231,1836467
632;52;5241;43;00632-2;2;25;99999;99999;25;1;1;99999;10;99999;2;99999;99999;1;12;99999;2;1;00632-1;2;3;4;4;4;3;76;21;76210530;99999;99999;22;22;99999;99999;7652;5241;2;2;99999;1;0;1;0;1;2;1;1;2;1;1;1;41;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;2;2;2;2;2;99999;99999,0;2;99999;99999,0;1;1;5;40;1;41;2;1;2;2;2;2;2;99999;2;1;3;99999;99999;99999;1;1;1320;1354,007186;0;0,0;99999;99999,0;88888;99999,0;4;99999;99999,0;0,974884044;1;2;2;4;314,2108888
632;52;5241;43;00632-3;3;7;2016-12-30;99999;99999;2;99999;99999;99999;99999;5;99999;99999;4;3;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;99999;99999;7;7;99999;99999;7652;5241;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;1;1;1;41;2;99999;99999;99999;2;1;99999;2;1;2;41;2;2;2;2;2;2;2;2;1;99999;9;1;4;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,974884044;99999;99999;99999;2;282,7865299
632;52;5241;43;00632-4;4;4;2019-04-22;99999;99999;2;99999;99999;99999;99999;4;99999;99999;2;3;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;99999;99999;4;4;99999;99999;7652;5241;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;1;1;4;41;2;99999;99999;99999;99999;1;99999;2;1;2;41;2;2;2;2;2;2;2;2;1;99999;9;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,974884044;99999;99999;99999;1;241,2187412
684;53;5307;10;00684-1;1;54;1969-02-12;99999;99999;2;2;99999;5;99999;1;1;00684-2;4;4;99999;2;1;00684-2;2;4;4;4;4;4;76;52;76520620;99999;99999;15;8;7653;765328;7653;5307;6;2;99999;1;0;1;0;1;2;1;1;2;1;1;4;0;2;1;3;21;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;1;1;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;40;0;0,0;0,974884044;1;2;2;5;34,23914971
684;53;5307;10;00684-2;2;72;99999;99999;72;1;1;99999;5;99999;2;99999;99999;1;4;99999;2;1;00684-1;1;4;4;4;4;4;76;25;76251290;99999;99999;88888;8;7653;765328;7653;5307;6;2;99999;1;0;1;0;1;2;1;1;2;1;1;1;0;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;1;1400;1436,068227;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;5;1400;1436,068227;0,974884044;1;2;2;5;28,20904538
684;53;5307;10;00684-3;3;21;99999;99999;21;2;2;99999;5;99999;4;99999;99999;4;4;99999;1;3;99999;1;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5307;99999;2;99999;1;0;1;0;1;2;1;1;2;2;99999;99999;99999;2;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;8;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;10;0;0,0;0,974884044;1;2;2;7;38,36402366
731;52;5252;48;00731-1;1;28;1995-06-20;99999;99999;2;2;99999;5;99999;1;99999;99999;4;1;99999;1;3;99999;2;4;4;4;4;4;76;21;76210140;99999;99999;20;20;99999;99999;7652;5252;1;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;1;3;18;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;8;2;8;1;1;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;716;728,9789795;0;0,0;40;716;728,9789795;0,982195674;1;2;2;2;189,4507671
731;52;5252;48;00731-2;2;11;2013-01-19;99999;99999;1;99999;99999;99999;99999;5;99999;99999;4;1;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;99999;99999;11;11;99999;99999;7652;5252;99999;99999;99999;0;0;0;0;1;2;1;1;2;1;1;4;40;2;99999;99999;99999;2;1;99999;1;1;1;40;2;1;2;2;2;2;2;2;2;99999;2;2;4;3;99999;99999;99999;99999;99999;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;5;0;0,0;0,982195674;99999;99999;99999;2;213,9767272
731;52;5252;48;00731-3;3;7;2016-08-14;99999;99999;1;99999;99999;99999;99999;5;99999;99999;4;1;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;99999;99999;7;7;99999;99999;7652;5252;99999;99999;99999;0;0;0;0;1;2;1;1;2;2;99999;99999;99999;2;99999;99999;99999;2;1;99999;1;1;1;40;2;1;2;2;2;2;2;2;2;99999;2;2;4;3;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,982195674;99999;99999;99999;2;206,7262009
731;52;5252;48;00731-4;4;1;2022-11-13;99999;99999;1;99999;99999;99999;99999;5;99999;99999;4;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;76;53;7653;99999;99999;1;1;99999;99999;99999;99999;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;1;1;4;40;2;99999;99999;99999;99999;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,982195674;99999;99999;99999;8;210,4655577
762;53;5304;7;00762-1;1;74;1949-12-20;99999;99999;1;1;99999;10;99999;1;99999;99999;4;1;99999;3;2;99999;2;4;4;4;4;4;76;52;76521560;99999;99999;34;34;99999;99999;7653;5304;2;99999;99999;1;0;0;1;2;99999;99999;99999;99999;1;1;1;4;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;5;2;2;1;3530;3586,456985;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;7;3530;3586,456985;0,984258285;1;2;2;2;31,47853021
765;53;5320;24;00765-1;1;42;1981-06-04;99999;99999;1;1;99999;10;99999;1;1;00765-2;4;1;99999;2;1;00765-2;1;4;4;4;4;4;76;53;7653;2;1;99999;1;99999;99999;99999;765303;1;2;99999;1;1;0;1;1;1;1;1;1;1;3;2;0;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;5;2;2;2;99999;99999,0;2;99999;99999,0;1;10;88888;40;1;1;2;1;2;2;2;2;2;99999;2;3;1;1;99999;99999;99999;1;77777;99999,0;0;0,0;99999;99999,0;88888;99999,0;0;99999;99999,0;0,982195674;1;2;2;7;185,2869895
765;53;5320;24;00765-2;2;32;1991-03-10;99999;99999;2;2;99999;8;99999;2;99999;99999;1;1;99999;2;1;00765-1;1;4;4;4;4;4;76;53;7653;2;1;99999;1;99999;99999;99999;765303;1;2;99999;1;1;0;1;1;1;1;1;1;1;3;2;0;1;1;1;29;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;5;2;2;2;99999;99999,0;2;99999;99999,0;1;8;88888;40;1;11;2;1;2;2;2;2;2;99999;2;3;1;1;99999;99999;99999;1;0;0,0;88888;99999,0;99999;99999,0;88888;99999,0;10;99999;99999,0;0,982195674;1;2;2;7;198,5584735
765;53;5320;24;00765-3;3;3;2020-02-18;99999;99999;2;99999;99999;99999;99999;4;99999;99999;1;1;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;1;99999;3;99999;99999;99999;765303;1;99999;99999;0;0;0;0;1;2;1;1;2;1;2;2;0;1;99999;99999;99999;99999;1;99999;2;1;2;0;2;2;2;2;1;2;2;2;2;99999;5;1;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,982195674;99999;99999;99999;1;244,9026476
834;53;5302;5;00834-1;1;71;1952-07-06;99999;99999;2;2;99999;5;99999;1;99999;99999;1;1;99999;5;2;99999;2;4;4;4;4;4;76;25;76251340;99999;99999;48;48;99999;99999;7653;5302;1;99999;99999;1;0;0;1;1;1;1;2;2;1;2;4;1;1;1;3;23;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;1;77777;99999,0;1;77777;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;88888;99999;99999,0;0,970833803;1;2;2;5;58,55185797
851;53;5332;38;00851-1;1;40;1983-02-16;99999;99999;2;2;99999;5;99999;1;99999;99999;1;13;Crista;4;2;99999;1;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5332;99999;2;99999;1;0;1;0;1;2;1;2;2;1;1;1;0;2;1;2;36;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;88888;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;36;0;0,0;0,974884044;1;2;2;7;97,70206027
851;53;5332;38;00851-2;2;4;2019-07-17;99999;99999;1;99999;99999;99999;99999;5;99999;99999;1;12;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5332;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;1;1;1;0;2;99999;99999;99999;99999;1;99999;1;1;1;3;2;2;2;2;1;2;2;2;2;99999;5;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,974884044;99999;99999;99999;1;100,9472243
851;53;5332;38;00851-3;3;1;2022-03-15;99999;99999;1;99999;99999;99999;99999;5;99999;99999;1;12;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;76;53;7653;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;2;99999;99999;99999;2;99999;99999;99999;99999;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,974884044;99999;99999;99999;8;100,9472243
910;53;5329;34;00910-1;1;65;1958-08-08;99999;99999;2;2;99999;5;99999;1;99999;99999;1;1;99999;5;2;99999;1;3;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5329;99999;99999;99999;1;0;1;0;1;2;1;2;2;1;1;1;1;2;1;3;14;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;8;2;5;2;2;2;99999;99999,0;2;99999;99999,0;1;20;88888;40;2;0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;99999;2;2;99999;2;88888;99999,0;88888;99999,0;99999;99999,0;0;0,0;6;99999;99999,0;1,0;1;2;2;2;8,208013922
956;53;5322;26;00956-1;1;46;99999;99999;46;1;1;99999;3;99999;1;99999;99999;4;6;99999;1;2;99999;1;4;4;4;4;4;76;33;76330455;99999;99999;20;2;7653;88888;7653;88888;99999;99999;99999;1;1;0;1;1;1;1;1;2;1;1;4;0;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;15;1;4;2;2;2;99999;99999,0;2;99999;99999,0;1;6;0;40;1;0;2;2;2;2;2;2;1;99999;7;1;3;99999;99999;99999;1;1;10000;10070,1224;0;0,0;99999;99999,0;88888;99999,0;3;99999;99999,0;0,993036589;1;1;1;7;57,5037122
1051;53;5329;34;01051-1;1;47;1977-02-16;99999;99999;2;2;99999;5;99999;1;1;01051-2;4;6;99999;1;3;99999;2;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5329;99999;2;99999;1;0;1;0;1;2;1;2;2;1;1;1;10;2;1;1;17;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;6;0;0,0;1,0;1;2;2;5;5,498964992
1051;53;5329;34;01051-2;2;59;1965-02-27;99999;99999;2;2;99999;5;99999;12;99999;99999;4;6;99999;2;2;99999;1;3;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5329;99999;2;99999;1;0;1;0;2;99999;99999;99999;99999;2;99999;99999;99999;2;1;2;25;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;2;3;2;2;2;99999;99999,0;2;99999;99999,0;1;88888;88888;40;1;1;1;2;2;2;2;2;2;99999;1;2;3;99999;99999;99999;1;1;1412;1412,0;88888;99999,0;99999;99999,0;0;0,0;6;99999;99999,0;1,0;1;2;2;4;8,176565593
1051;53;5329;34;01051-3;3;62;99999;99999;62;1;1;99999;5;99999;15;99999;99999;4;1;99999;2;3;99999;1;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5329;99999;2;99999;1;0;1;0;2;99999;99999;99999;99999;2;99999;99999;99999;2;99999;99999;99999;2;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;5;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;0;0;0,0;1,0;1;2;2;2;9,364585455
1051;53;5329;34;01051-4;4;28;99999;99999;28;1;1;99999;5;99999;5;99999;99999;4;12;99999;1;3;99999;1;3;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5329;99999;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;6;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;0;0;0,0;1,0;1;2;2;2;31,97806437
1090;53;5326;31;01090-1;1;53;99999;99999;53;2;2;99999;5;99999;1;1;01090-2;4;4;99999;2;1;01090-2;2;3;4;4;4;4;76;41;76410550;99999;99999;3;3;7651;76510140;7651;76510140;2;1;7653;1;0;1;0;1;2;1;1;2;1;1;4;0;2;1;2;23;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999,0;1;1320;101598,332;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;0;0,0;88888;99999,0;28;99999;99999,0;0,984258285;1;2;2;5;46,58758516
1090;53;5326;31;01090-2;2;59;99999;99999;59;1;1;99999;5;99999;2;99999;99999;4;4;99999;2;1;01090-1;1;3;4;4;4;4;76;41;76410550;99999;99999;30;30;99999;99999;7653;5326;2;1;7653;1;0;0;1;1;2;1;1;2;1;1;4;0;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;5;1;4;2;2;2;99999;99999,0;2;99999;99999,0;1;14;88888;48;1;5;1;2;2;2;2;2;2;99999;1;2;3;99999;99999;99999;1;1;88888;99999,0;0;0,0;99999;99999,0;88888;99999,0;14;99999;99999,0;0,984258285;1;2;2;2;51,51807607
1098;53;5325;29;01098-1;1;49;99999;99999;49;2;2;99999;8;99999;1;1;01098-2;2;2;99999;2;1;01098-2;2;3;4;4;4;4;76;25;76251210;99999;99999;30;30;99999;99999;7653;5325;2;2;99999;1;0;88888;88888;1;2;1;2;2;88888;99999;99999;99999;2;1;2;17;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;2;88888;1;1;2;99999;99999,0;2;99999;99999,0;1;1;0;88888;1;1;1;2;2;2;2;2;2;99999;1;88888;3;99999;99999;99999;1;1;88888;99999,0;0;0,0;99999;99999,0;88888;99999,0;88888;99999;99999,0;0,974884044;1;2;2;6;15,22112742
